grupo,qtde_inscritos,qtde_vagas,nome_curso,ano
 1, 766, 13,Administração - Noturno - Manaus,2020
 2, 882, 9,Administração - Noturno - Manaus,2020
 3, 948, 5,Administração - Noturno - Manaus,2020
 8, 18, 2,Administração - Noturno - Manaus,2020
 9, 5, 3,Administração - Noturno - Manaus,2020
 1, 684, 13,Administração - Vespertino - Manaus,2020
 2, 814, 9,Administração - Vespertino - Manaus,2020
 3, 847, 5,Administração - Vespertino - Manaus,2020
 8, 27, 2,Administração - Vespertino - Manaus,2020
 9, 0, 3,Administração - Vespertino - Manaus,2020
 1, 20, 6,Bacharelado em Dança - Noturno - Manaus,2020
 2, 21, 4,Bacharelado em Dança - Noturno - Manaus,2020
 3, 22, 2,Bacharelado em Dança - Noturno - Manaus,2020
 8, 3, 1,Bacharelado em Dança - Noturno - Manaus,2020
 9, 0, 1,Bacharelado em Dança - Noturno - Manaus,2020
 1, 34, 6,Bacharelado em Dança - Vespertino - Manaus,2020
 2, 38, 4,Bacharelado em Dança - Vespertino - Manaus,2020
 3, 41, 2,Bacharelado em Dança - Vespertino - Manaus,2020
 8, 0, 1,Bacharelado em Dança - Vespertino - Manaus,2020
 9, 0, 1,Bacharelado em Dança - Vespertino - Manaus,2020
 1, 7, 2,Bacharelado em Música - Noturno - Manaus,2020
 2, 10, 1,Bacharelado em Música - Noturno - Manaus,2020
 3, 14, 1,Bacharelado em Música - Noturno - Manaus,2020
 8, 0, 1,Bacharelado em Música - Noturno - Manaus,2020
 9, 0, 1,Bacharelado em Música - Noturno - Manaus,2020
 1, 16, 2,Bacharelado em Música - Vespertino - Manaus,2020
 2, 23, 1,Bacharelado em Música - Vespertino - Manaus,2020
 3, 23, 1,Bacharelado em Música - Vespertino - Manaus,2020
 8, 0, 1,Bacharelado em Música - Vespertino - Manaus,2020
 9, 1, 1,Bacharelado em Música - Vespertino - Manaus,2020
 1, 46, 6,Bacharelado em Teatro - Integral - Manaus,2020
 2, 64, 4,Bacharelado em Teatro - Integral - Manaus,2020
 3, 70, 2,Bacharelado em Teatro - Integral - Manaus,2020
 8, 1, 1,Bacharelado em Teatro - Integral - Manaus,2020
 9, 1, 1,Bacharelado em Teatro - Integral - Manaus,2020
 1, 97, 11,Bacharelado em Turismo - Noturno - Manaus,2020
 2, 114, 8,Bacharelado em Turismo - Noturno - Manaus,2020
 3, 119, 5,Bacharelado em Turismo - Noturno - Manaus,2020
 8, 5, 2,Bacharelado em Turismo - Noturno - Manaus,2020
 9, 0, 2,Bacharelado em Turismo - Noturno - Manaus,2020
 1, 115, 11,Bacharelado em Turismo - Vespertino - Manaus,2020
 2, 133, 8,Bacharelado em Turismo - Vespertino - Manaus,2020
 3, 141, 5,Bacharelado em Turismo - Vespertino - Manaus,2020
 8, 2, 2,Bacharelado em Turismo - Vespertino - Manaus,2020
 9, 0, 2,Bacharelado em Turismo - Vespertino - Manaus,2020
 1, 291, 13,Ciências Contábeis - Matutino - Manaus,2020
 2, 347, 9,Ciências Contábeis - Matutino - Manaus,2020
 3, 373, 5,Ciências Contábeis - Matutino - Manaus,2020
 8, 12, 1,Ciências Contábeis - Matutino - Manaus,2020
 9, 4, 3,Ciências Contábeis - Matutino - Manaus,2020
 1, 265, 13,Ciências Contábeis - Noturno - Manaus,2020
 2, 311, 9,Ciências Contábeis - Noturno - Manaus,2020
 3, 383, 5,Ciências Contábeis - Noturno - Manaus,2020
 8, 11, 1,Ciências Contábeis - Noturno - Manaus,2020
 9, 0, 3,Ciências Contábeis - Noturno - Manaus,2020
 1, 87, 13,Ciências Econômicas - Matutino - Manaus,2020
 2, 127, 9,Ciências Econômicas - Matutino - Manaus,2020
 3, 138, 5,Ciências Econômicas - Matutino - Manaus,2020
 8, 7, 1,Ciências Econômicas - Matutino - Manaus,2020
 9, 1, 3,Ciências Econômicas - Matutino - Manaus,2020
 1, 82, 13,Ciências Econômicas - Noturno - Manaus,2020
 2, 128, 9,Ciências Econômicas - Noturno - Manaus,2020
 3, 153, 5,Ciências Econômicas - Noturno - Manaus,2020
 8, 3, 1,Ciências Econômicas - Noturno - Manaus,2020
 9, 1, 3,Ciências Econômicas - Noturno - Manaus,2020
 1, 967, 13,Direito - Noturno - Manaus,2020
 2, 1296, 9,Direito - Noturno - Manaus,2020
 3, 1609, 5,Direito - Noturno - Manaus,2020
 8, 51, 2,Direito - Noturno - Manaus,2020
 9, 29, 3,Direito - Noturno - Manaus,2020
 1, 1175, 13,Direito - Vespertino - Manaus,2020
 2, 1554, 9,Direito - Vespertino - Manaus,2020
 3, 1731, 5,Direito - Vespertino - Manaus,2020
 8, 72, 2,Direito - Vespertino - Manaus,2020
 9, 16, 3,Direito - Vespertino - Manaus,2020
 4, 596, 30,Enfermagem - Integral - Manaus,2020
 5, 1258, 14,Enfermagem - Integral - Manaus,2020
 6, 1435, 10,Enfermagem - Integral - Manaus,2020
 7, 1529, 6,Enfermagem - Integral - Manaus,2020
 8, 181, 6,Enfermagem - Integral - Manaus,2020
 9, 15, 6,Enfermagem - Integral - Manaus,2020
 1, 277, 10,Engenharia Civil - Integral - Manaus,2020
 2, 357, 7,Engenharia Civil - Integral - Manaus,2020
 3, 381, 4,Engenharia Civil - Integral - Manaus,2020
 8, 8, 1,Engenharia Civil - Integral - Manaus,2020
 9, 1, 2,Engenharia Civil - Integral - Manaus,2020
 1, 559, 11,Engenharia da Computação - Integral - Manaus,2020
 2, 758, 8,Engenharia da Computação - Integral - Manaus,2020
 3, 785, 5,Engenharia da Computação - Integral - Manaus,2020
 8, 16, 1,Engenharia da Computação - Integral - Manaus,2020
 9, 6, 2,Engenharia da Computação - Integral - Manaus,2020
 1, 118, 14,Engenharia da Produção - Integral - Manaus,2020
 2, 139, 10,Engenharia da Produção - Integral - Manaus,2020
 3, 150, 6,Engenharia da Produção - Integral - Manaus,2020
 8, 3, 2,Engenharia da Produção - Integral - Manaus,2020
 9, 0, 3,Engenharia da Produção - Integral - Manaus,2020
 1, 86, 13,Engenharia de Controle e Automação - Integral - Manaus,2020
 2, 121, 9,Engenharia de Controle e Automação - Integral - Manaus,2020
 3, 135, 5,Engenharia de Controle e Automação - Integral - Manaus,2020
 8, 2, 1,Engenharia de Controle e Automação - Integral - Manaus,2020
 9, 1, 3,Engenharia de Controle e Automação - Integral - Manaus,2020
 1, 60, 11,Engenharia de Materiais - Noturno - Manaus,2020
 2, 79, 8,Engenharia de Materiais - Noturno - Manaus,2020
 3, 95, 5,Engenharia de Materiais - Noturno - Manaus,2020
 8, 1, 1,Engenharia de Materiais - Noturno - Manaus,2020
 9, 1, 2,Engenharia de Materiais - Noturno - Manaus,2020
 1, 139, 14,Engenharia Elétrica - Integral - Manaus,2020
 2, 197, 10,Engenharia Elétrica - Integral - Manaus,2020
 3, 204, 6,Engenharia Elétrica - Integral - Manaus,2020
 8, 8, 2,Engenharia Elétrica - Integral - Manaus,2020
 9, 2, 3,Engenharia Elétrica - Integral - Manaus,2020
 1, 212, 11,Engenharia Eletrônica - Noturno - Manaus,2020
 2, 270, 8,Engenharia Eletrônica - Noturno - Manaus,2020
 3, 310, 5,Engenharia Eletrônica - Noturno - Manaus,2020
 8, 5, 1,Engenharia Eletrônica - Noturno - Manaus,2020
 9, 4, 2,Engenharia Eletrônica - Noturno - Manaus,2020
 1, 101, 14,Engenharia Florestal - Integral - Itacoatiara,2020
 2, 116, 10,Engenharia Florestal - Integral - Itacoatiara,2020
 3, 126, 6,Engenharia Florestal - Integral - Itacoatiara,2020
 8, 3, 4,Engenharia Florestal - Integral - Itacoatiara,2020
 9, 0, 3,Engenharia Florestal - Integral - Itacoatiara,2020
 1, 229, 14,Engenharia Mecânica - Integral - Manaus,2020
 2, 284, 10,Engenharia Mecânica - Integral - Manaus,2020
 3, 302, 6,Engenharia Mecânica - Integral - Manaus,2020
 8, 12, 2,Engenharia Mecânica - Integral - Manaus,2020
 9, 3, 3,Engenharia Mecânica - Integral - Manaus,2020
 1, 112, 11,Engenharia Naval - Integral - Manaus,2020
 2, 125, 7,Engenharia Naval - Integral - Manaus,2020
 3, 137, 5,Engenharia Naval - Integral - Manaus,2020
 8, 1, 1,Engenharia Naval - Integral - Manaus,2020
 9, 0, 2,Engenharia Naval - Integral - Manaus,2020
 1, 135, 14,Engenharia Química - Integral - Manaus,2020
 2, 191, 10,Engenharia Química - Integral - Manaus,2020
 3, 212, 6,Engenharia Química - Integral - Manaus,2020
 8, 8, 2,Engenharia Química - Integral - Manaus,2020
 9, 2, 3,Engenharia Química - Integral - Manaus,2020
 1, 321, 6,Licenciatura em Ciências Biológicas - Matutino - Manaus,2020
 2, 371, 4,Licenciatura em Ciências Biológicas - Matutino - Manaus,2020
 3, 381, 2,Licenciatura em Ciências Biológicas - Matutino - Manaus,2020
 8, 14, 1,Licenciatura em Ciências Biológicas - Matutino - Manaus,2020
 9, 0, 1,Licenciatura em Ciências Biológicas - Matutino - Manaus,2020
 1, 191, 6,Licenciatura em Ciências Biológicas - Noturno - Manaus,2020
 2, 219, 4,Licenciatura em Ciências Biológicas - Noturno - Manaus,2020
 3, 242, 2,Licenciatura em Ciências Biológicas - Noturno - Manaus,2020
 8, 4, 1,Licenciatura em Ciências Biológicas - Noturno - Manaus,2020
 9, 1, 1,Licenciatura em Ciências Biológicas - Noturno - Manaus,2020
 1, 431, 11,Licenciatura em Ciências Biológicas - Noturno - Parintins,2020
 2, 461, 8,Licenciatura em Ciências Biológicas - Noturno - Parintins,2020
 3, 473, 5,Licenciatura em Ciências Biológicas - Noturno - Parintins,2020
 8, 9, 1,Licenciatura em Ciências Biológicas - Noturno - Parintins,2020
 9, 1, 2,Licenciatura em Ciências Biológicas - Noturno - Parintins,2020
 1, 109, 11,Licenciatura em Ciências Biológicas - Vespertino - Tabatinga,2020
 2, 123, 8,Licenciatura em Ciências Biológicas - Vespertino - Tabatinga,2020
 3, 127, 5,Licenciatura em Ciências Biológicas - Vespertino - Tabatinga,2020
 8, 19, 1,Licenciatura em Ciências Biológicas - Vespertino - Tabatinga,2020
 9, 0, 2,Licenciatura em Ciências Biológicas - Vespertino - Tabatinga,2020
 1, 102, 9,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2020
 2, 127, 6,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2020
 3, 128, 3,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2020
 8, 6, 1,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2020
 9, 0, 2,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2020
 1, 147, 11,Licenciatura em Computação - Noturno - Itacoatiara,2020
 2, 161, 8,Licenciatura em Computação - Noturno - Itacoatiara,2020
 3, 163, 5,Licenciatura em Computação - Noturno - Itacoatiara,2020
 8, 1, 2,Licenciatura em Computação - Noturno - Itacoatiara,2020
 9, 0, 3,Licenciatura em Computação - Noturno - Itacoatiara,2020
 1, 134, 11,Licenciatura em Computação - Vespertino - Manaus,2020
 2, 144, 8,Licenciatura em Computação - Vespertino - Manaus,2020
 3, 156, 5,Licenciatura em Computação - Vespertino - Manaus,2020
 8, 6, 2,Licenciatura em Computação - Vespertino - Manaus,2020
 9, 1, 2,Licenciatura em Computação - Vespertino - Manaus,2020
 1, 14, 6,Licenciatura em Dança - Noturno - Manaus,2020
 2, 20, 4,Licenciatura em Dança - Noturno - Manaus,2020
 3, 23, 2,Licenciatura em Dança - Noturno - Manaus,2020
 8, 0, 1,Licenciatura em Dança - Noturno - Manaus,2020
 9, 0, 1,Licenciatura em Dança - Noturno - Manaus,2020
 1, 18, 6,Licenciatura em Dança - Vespertino - Manaus,2020
 2, 19, 4,Licenciatura em Dança - Vespertino - Manaus,2020
 3, 19, 2,Licenciatura em Dança - Vespertino - Manaus,2020
 8, 2, 1,Licenciatura em Dança - Vespertino - Manaus,2020
 9, 0, 1,Licenciatura em Dança - Vespertino - Manaus,2020
 4, 84, 12,Licenciatura em Educação Física - Vespertino - Manaus,2020
 5, 476, 6,Licenciatura em Educação Física - Vespertino - Manaus,2020
 6, 541, 4,Licenciatura em Educação Física - Vespertino - Manaus,2020
 7, 568, 2,Licenciatura em Educação Física - Vespertino - Manaus,2020
 8, 27, 1,Licenciatura em Educação Física - Vespertino - Manaus,2020
 9, 4, 2,Licenciatura em Educação Física - Vespertino - Manaus,2020
 1, 55, 11,Licenciatura em Física - Vespertino - Parintins,2020
 2, 57, 8,Licenciatura em Física - Vespertino - Parintins,2020
 3, 60, 5,Licenciatura em Física - Vespertino - Parintins,2020
 8, 2, 1,Licenciatura em Física - Vespertino - Parintins,2020
 9, 0, 2,Licenciatura em Física - Vespertino - Parintins,2020
 1, 14, 14,Licenciatura em Física - Vespertino - Tefé,2020
 2, 20, 10,Licenciatura em Física - Vespertino - Tefé,2020
 3, 21, 6,Licenciatura em Física - Vespertino - Tefé,2020
 8, 0, 2,Licenciatura em Física - Vespertino - Tefé,2020
 9, 0, 3,Licenciatura em Física - Vespertino - Tefé,2020
 1, 68, 11,Licenciatura em Geografia - Matutino - Tabatinga,2020
 2, 77, 8,Licenciatura em Geografia - Matutino - Tabatinga,2020
 3, 77, 5,Licenciatura em Geografia - Matutino - Tabatinga,2020
 8, 22, 1,Licenciatura em Geografia - Matutino - Tabatinga,2020
 9, 1, 2,Licenciatura em Geografia - Matutino - Tabatinga,2020
 1, 45, 11,Licenciatura em Geografia - Matutino - Tefé,2020
 2, 54, 8,Licenciatura em Geografia - Matutino - Tefé,2020
 3, 55, 5,Licenciatura em Geografia - Matutino - Tefé,2020
 8, 1, 1,Licenciatura em Geografia - Matutino - Tefé,2020
 9, 0, 3,Licenciatura em Geografia - Matutino - Tefé,2020
 1, 161, 6,Licenciatura em Geografia - Noturno - Manaus,2020
 2, 188, 4,Licenciatura em Geografia - Noturno - Manaus,2020
 3, 219, 2,Licenciatura em Geografia - Noturno - Manaus,2020
 8, 5, 1,Licenciatura em Geografia - Noturno - Manaus,2020
 9, 1, 1,Licenciatura em Geografia - Noturno - Manaus,2020
 1, 68, 11,Licenciatura em História - Vespertino - Tefé,2020
 2, 85, 8,Licenciatura em História - Vespertino - Tefé,2020
 3, 88, 5,Licenciatura em História - Vespertino - Tefé,2020
 8, 7, 1,Licenciatura em História - Vespertino - Tefé,2020
 9, 0, 3,Licenciatura em História - Vespertino - Tefé,2020
 1, 60, 11,Licenciatura em Letras - Língua Portuguesa - Matutino - Tabatinga,2020
 2, 66, 8,Licenciatura em Letras - Língua Portuguesa - Matutino - Tabatinga,2020
 3, 68, 5,Licenciatura em Letras - Língua Portuguesa - Matutino - Tabatinga,2020
 8, 13, 1,Licenciatura em Letras - Língua Portuguesa - Matutino - Tabatinga,2020
 9, 1, 2,Licenciatura em Letras - Língua Portuguesa - Matutino - Tabatinga,2020
 1, 79, 9,Licenciatura em Letras - Língua Portuguesa - Matutino - Tefé,2020
 2, 93, 6,Licenciatura em Letras - Língua Portuguesa - Matutino - Tefé,2020
 3, 96, 3,Licenciatura em Letras - Língua Portuguesa - Matutino - Tefé,2020
 8, 6, 1,Licenciatura em Letras - Língua Portuguesa - Matutino - Tefé,2020
 9, 0, 3,Licenciatura em Letras - Língua Portuguesa - Matutino - Tefé,2020
 1, 165, 10,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2020
 2, 198, 7,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2020
 3, 236, 4,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2020
 8, 2, 1,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2020
 9, 1, 2,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2020
 1, 28, 11,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2020
 2, 39, 8,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2020
 3, 43, 5,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2020
 8, 7, 1,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2020
 9, 0, 2,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2020
 1, 179, 10,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2020
 2, 215, 7,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2020
 3, 229, 4,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2020
 8, 6, 1,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2020
 9, 4, 2,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2020
 1, 310, 11,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2020
 2, 329, 8,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2020
 3, 343, 5,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2020
 8, 13, 1,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2020
 9, 2, 2,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2020
 1, 87, 7,Licenciatura em Matemática - Noturno - Manaus,2020
 2, 109, 5,Licenciatura em Matemática - Noturno - Manaus,2020
 3, 132, 3,Licenciatura em Matemática - Noturno - Manaus,2020
 8, 1, 1,Licenciatura em Matemática - Noturno - Manaus,2020
 9, 1, 2,Licenciatura em Matemática - Noturno - Manaus,2020
 1, 99, 11,Licenciatura em Matemática - Noturno - Parintins,2020
 2, 103, 8,Licenciatura em Matemática - Noturno - Parintins,2020
 3, 112, 5,Licenciatura em Matemática - Noturno - Parintins,2020
 8, 2, 1,Licenciatura em Matemática - Noturno - Parintins,2020
 9, 0, 2,Licenciatura em Matemática - Noturno - Parintins,2020
 1, 47, 11,Licenciatura em Matemática - Noturno - Tabatinga,2020
 2, 57, 8,Licenciatura em Matemática - Noturno - Tabatinga,2020
 3, 64, 5,Licenciatura em Matemática - Noturno - Tabatinga,2020
 8, 11, 1,Licenciatura em Matemática - Noturno - Tabatinga,2020
 9, 1, 2,Licenciatura em Matemática - Noturno - Tabatinga,2020
 1, 38, 11,Licenciatura em Matemática - Noturno - Tefé,2020
 2, 44, 8,Licenciatura em Matemática - Noturno - Tefé,2020
 3, 49, 5,Licenciatura em Matemática - Noturno - Tefé,2020
 8, 3, 1,Licenciatura em Matemática - Noturno - Tefé,2020
 9, 0, 3,Licenciatura em Matemática - Noturno - Tefé,2020
 1, 70, 7,Licenciatura em Matemática - Vespertino - Manaus,2020
 2, 79, 5,Licenciatura em Matemática - Vespertino - Manaus,2020
 3, 87, 3,Licenciatura em Matemática - Vespertino - Manaus,2020
 8, 4, 1,Licenciatura em Matemática - Vespertino - Manaus,2020
 9, 1, 2,Licenciatura em Matemática - Vespertino - Manaus,2020
 1, 6, 2,Licenciatura em Música - Noturno - Manaus,2020
 2, 14, 1,Licenciatura em Música - Noturno - Manaus,2020
 3, 18, 1,Licenciatura em Música - Noturno - Manaus,2020
 8, 1, 1,Licenciatura em Música - Noturno - Manaus,2020
 9, 0, 1,Licenciatura em Música - Noturno - Manaus,2020
 1, 19, 2,Licenciatura em Música - Vespertino - Manaus,2020
 2, 25, 1,Licenciatura em Música - Vespertino - Manaus,2020
 3, 28, 1,Licenciatura em Música - Vespertino - Manaus,2020
 8, 1, 1,Licenciatura em Música - Vespertino - Manaus,2020
 9, 0, 1,Licenciatura em Música - Vespertino - Manaus,2020
 1, 382, 11,Licenciatura em Pedagogia - Matutino - Manaus,2020
 2, 425, 8,Licenciatura em Pedagogia - Matutino - Manaus,2020
 3, 461, 5,Licenciatura em Pedagogia - Matutino - Manaus,2020
 8, 33, 1,Licenciatura em Pedagogia - Matutino - Manaus,2020
 9, 1, 2,Licenciatura em Pedagogia - Matutino - Manaus,2020
 1, 290, 11,Licenciatura em Pedagogia - Noturno - Manaus,2020
 2, 345, 8,Licenciatura em Pedagogia - Noturno - Manaus,2020
 3, 386, 5,Licenciatura em Pedagogia - Noturno - Manaus,2020
 8, 22, 1,Licenciatura em Pedagogia - Noturno - Manaus,2020
 9, 6, 2,Licenciatura em Pedagogia - Noturno - Manaus,2020
 1, 145, 13,Licenciatura em Pedagogia - Noturno - Tabatinga,2020
 2, 162, 8,Licenciatura em Pedagogia - Noturno - Tabatinga,2020
 3, 170, 5,Licenciatura em Pedagogia - Noturno - Tabatinga,2020
 8, 28, 1,Licenciatura em Pedagogia - Noturno - Tabatinga,2020
 9, 0, 3,Licenciatura em Pedagogia - Noturno - Tabatinga,2020
 1, 91, 10,Licenciatura em Química - Matutino - Parintins,2020
 2, 92, 7,Licenciatura em Química - Matutino - Parintins,2020
 3, 94, 4,Licenciatura em Química - Matutino - Parintins,2020
 8, 1, 1,Licenciatura em Química - Matutino - Parintins,2020
 9, 0, 2,Licenciatura em Química - Matutino - Parintins,2020
 1, 14, 6,Licenciatura em Química - Vespertino - Tefé,2020
 2, 15, 4,Licenciatura em Química - Vespertino - Tefé,2020
 3, 17, 2,Licenciatura em Química - Vespertino - Tefé,2020
 8, 0, 1,Licenciatura em Química - Vespertino - Tefé,2020
 9, 0, 2,Licenciatura em Química - Vespertino - Tefé,2020
 1, 19, 6,Licenciatura em Teatro - Integral - Manaus,2020
 2, 21, 4,Licenciatura em Teatro - Integral - Manaus,2020
 3, 23, 2,Licenciatura em Teatro - Integral - Manaus,2020
 8, 0, 1,Licenciatura em Teatro - Integral - Manaus,2020
 9, 0, 1,Licenciatura em Teatro - Integral - Manaus,2020
 4, 1367, 36,Medicina - Integral - Manaus,2020
 5, 2516, 17,Medicina - Integral - Manaus,2020
 6, 3740, 12,Medicina - Integral - Manaus,2020
 7, 5067, 7,Medicina - Integral - Manaus,2020
 8, 399, 8,Medicina - Integral - Manaus,2020
 9, 111, 7,Medicina - Integral - Manaus,2020
 1, 35, 11,Meteorologia - Integral - Manaus,2020
 2, 45, 8,Meteorologia - Integral - Manaus,2020
 3, 50, 5,Meteorologia - Integral - Manaus,2020
 8, 1, 1,Meteorologia - Integral - Manaus,2020
 9, 1, 2,Meteorologia - Integral - Manaus,2020
